,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,cluster,crossing_boolean
525,12.183492,68.522415,51.453655,0.0,54.31584,81.939545,0.0,0.0,15.451424,71.88894,94.02691,0.0,0.0,78.04614,0.0,0.0,105.898415,0.0,60.63532,0.0,118.06422,0.0,0.0,0.0,121.013405,0.0,0.0,124.74037,0.0,46.90576,0.0,74.4146,0.0,92.34316,0.0,0.0,0.0,60.42308,196.11974,61.75258,107.93532,0.0,99.26641,0.0,75.644905,148.09009,74.77793,0.0,77.19285,0.0,71.6393,0.0,33.889626,0.0,0.0,82.0342,0.0,91.504196,190.83315,0.0,47.794743,0.0,108.91336,145.008,21,1
528,12.185495,68.53329,51.461964,0.0,54.324528,81.9526,0.0,0.0,15.453962,71.90037,94.04197,0.0,0.0,78.058624,0.0,0.0,105.915276,0.0,60.64501,0.0,118.08301,0.0,0.0,0.0,121.032745,0.0,0.0,124.76031,0.0,46.913235,0.0,74.426476,0.0,92.3579,0.0,0.0,0.0,60.43271,196.15099,61.762352,107.95247,0.0,99.2822,0.0,75.656906,148.11377,74.78987,0.0,77.20509,0.0,71.65069,0.0,33.895046,0.0,0.0,82.047386,0.0,91.51875,190.86362,0.0,47.802364,0.0,108.930756,145.03117,21,1
598,12.184355,68.5271,51.457233,0.0,54.319584,81.94516,0.0,0.0,15.4525175,71.89386,94.033394,0.0,0.0,78.05152,0.0,0.0,105.90567,0.0,60.639492,0.0,118.07231,0.0,0.0,0.0,121.02173,0.0,0.0,124.748955,0.0,46.90898,0.0,74.41971,0.0,92.34951,0.0,0.0,0.0,60.427227,196.13318,61.75679,107.9427,0.0,99.27322,0.0,75.65008,148.10028,74.78308,0.0,77.19812,0.0,71.6442,0.0,33.89196,0.0,0.0,82.03988,0.0,91.51046,190.84627,0.0,47.798023,0.0,108.92085,145.01797,21,1
600,12.18417,68.5261,51.45647,0.0,54.31879,81.94397,0.0,0.0,15.452281,71.892815,94.03202,0.0,0.0,78.05038,0.0,0.0,105.90413,0.0,60.638607,0.0,118.07059,0.0,0.0,0.0,121.019966,0.0,0.0,124.74713,0.0,46.908295,0.0,74.418625,0.0,92.34816,0.0,0.0,0.0,60.426342,196.13033,61.75589,107.94113,0.0,99.271774,0.0,75.64898,148.09811,74.78199,0.0,77.197,0.0,71.64316,0.0,33.891464,0.0,0.0,82.03867,0.0,91.50913,190.84348,0.0,47.79732,0.0,108.91926,145.01585,21,1
601,12.184306,68.52685,51.457043,0.0,54.31939,81.94486,0.0,0.0,15.452458,71.8936,94.03306,0.0,0.0,78.05123,0.0,0.0,105.9053,0.0,60.639275,0.0,118.071884,0.0,0.0,0.0,121.02129,0.0,0.0,124.748505,0.0,46.90881,0.0,74.41944,0.0,92.349174,0.0,0.0,0.0,60.42701,196.13248,61.75656,107.942314,0.0,99.27286,0.0,75.6498,148.09975,74.78281,0.0,77.197845,0.0,71.64394,0.0,33.891838,0.0,0.0,82.03957,0.0,91.51014,190.84558,0.0,47.797855,0.0,108.920456,145.01746,21,1
602,12.186035,68.536224,51.464203,0.0,54.32687,81.95611,0.0,0.0,15.454648,71.90346,94.046036,0.0,0.0,78.06198,0.0,0.0,105.91982,0.0,60.647625,0.0,118.08808,0.0,0.0,0.0,121.037964,0.0,0.0,124.765686,0.0,46.91525,0.0,74.42967,0.0,92.36188,0.0,0.0,0.0,60.435303,196.15942,61.76499,107.95709,0.0,99.28646,0.0,75.66015,148.12016,74.79308,0.0,77.20839,0.0,71.653755,0.0,33.896507,0.0,0.0,82.05094,0.0,91.52268,190.87183,0.0,47.80442,0.0,108.93545,145.03741,21,1
604,12.186698,68.53982,51.466946,0.0,54.32974,81.96042,0.0,0.0,15.455497,71.90724,94.05101,0.0,0.0,78.06611,0.0,0.0,105.92539,0.0,60.65082,0.0,118.09429,0.0,0.0,0.0,121.04436,0.0,0.0,124.77228,0.0,46.91772,0.0,74.4336,0.0,92.366745,0.0,0.0,0.0,60.43848,196.16975,61.768223,107.96276,0.0,99.29167,0.0,75.66411,148.12799,74.797035,0.0,77.21244,0.0,71.657524,0.0,33.8983,0.0,0.0,82.0553,0.0,91.52749,190.8819,0.0,47.806934,0.0,108.94119,145.04507,21,1
605,12.186162,68.536934,51.464745,0.0,54.32743,81.95696,0.0,0.0,15.454815,71.9042,94.04701,0.0,0.0,78.0628,0.0,0.0,105.92092,0.0,60.648254,0.0,118.0893,0.0,0.0,0.0,121.03922,0.0,0.0,124.76698,0.0,46.915737,0.0,74.43044,0.0,92.36284,0.0,0.0,0.0,60.43593,196.16145,61.76563,107.95821,0.0,99.28749,0.0,75.66093,148.1217,74.79386,0.0,77.20919,0.0,71.6545,0.0,33.896862,0.0,0.0,82.0518,0.0,91.52363,190.87383,0.0,47.804916,0.0,108.93658,145.03893,21,1
607,12.184888,68.530014,51.459457,0.0,54.32191,81.94866,0.0,0.0,15.453197,71.89693,94.03743,0.0,0.0,78.054855,0.0,0.0,105.910194,0.0,60.642094,0.0,118.07735,0.0,0.0,0.0,121.02692,0.0,0.0,124.7543,0.0,46.91098,0.0,74.42289,0.0,92.35346,0.0,0.0,0.0,60.429806,196.14156,61.759407,107.9473,0.0,99.27744,0.0,75.65329,148.10663,74.78628,0.0,77.2014,0.0,71.647255,0.0,33.893414,0.0,0.0,82.04341,0.0,91.514366,190.85443,0.0,47.800064,0.0,108.925514,145.02419,21,1
608,12.184982,68.53053,51.459858,0.0,54.322323,81.94929,0.0,0.0,15.4533205,71.89748,94.038155,0.0,0.0,78.05546,0.0,0.0,105.911,0.0,60.64256,0.0,118.07825,0.0,0.0,0.0,121.02785,0.0,0.0,124.75526,0.0,46.911343,0.0,74.42346,0.0,92.35417,0.0,0.0,0.0,60.430267,196.14307,61.759876,107.94812,0.0,99.2782,0.0,75.65387,148.10777,74.78684,0.0,77.20199,0.0,71.647804,0.0,33.893673,0.0,0.0,82.044044,0.0,91.51506,190.8559,0.0,47.800434,0.0,108.926346,145.0253,21,1
711,12.185774,68.53482,51.463135,0.0,54.325752,81.95444,0.0,0.0,15.454323,71.901985,94.0441,0.0,0.0,78.06038,0.0,0.0,105.917656,0.0,60.646378,0.0,118.08566,0.0,0.0,0.0,121.03548,0.0,0.0,124.76312,0.0,46.91429,0.0,74.42815,0.0,92.35998,0.0,0.0,0.0,60.434063,196.1554,61.763737,107.95489,0.0,99.28443,0.0,75.6586,148.11711,74.79156,0.0,77.20682,0.0,71.65229,0.0,33.89581,0.0,0.0,82.04925,0.0,91.520805,190.86792,0.0,47.80344,0.0,108.93321,145.03444,21,1
712,12.184175,68.52613,51.456493,0.0,54.318813,81.944,0.0,0.0,15.452294,71.89284,94.03206,0.0,0.0,78.05041,0.0,0.0,105.904175,0.0,60.638634,0.0,118.07064,0.0,0.0,0.0,121.02002,0.0,0.0,124.747185,0.0,46.908318,0.0,74.418655,0.0,92.348206,0.0,0.0,0.0,60.426373,196.13042,61.755913,107.94118,0.0,99.27181,0.0,75.64901,148.09818,74.78201,0.0,77.19704,0.0,71.643196,0.0,33.891476,0.0,0.0,82.038704,0.0,91.50917,190.84357,0.0,47.797344,0.0,108.919304,145.01591,21,1
713,12.184316,68.52689,51.457077,0.0,54.31942,81.944916,0.0,0.0,15.452468,71.89364,94.03311,0.0,0.0,78.051285,0.0,0.0,105.90536,0.0,60.639313,0.0,118.07196,0.0,0.0,0.0,121.02137,0.0,0.0,124.74858,0.0,46.908836,0.0,74.41949,0.0,92.349236,0.0,0.0,0.0,60.427044,196.1326,61.7566,107.94238,0.0,99.27292,0.0,75.64985,148.09984,74.782845,0.0,77.19789,0.0,71.64398,0.0,33.891857,0.0,0.0,82.03963,0.0,91.51019,190.84569,0.0,47.797882,0.0,108.920525,145.01755,21,1
766,12.185758,68.53473,51.463062,0.0,54.32568,81.95432,0.0,0.0,15.454306,71.901886,94.04397,0.0,0.0,78.06027,0.0,0.0,105.91751,0.0,60.64629,0.0,118.0855,0.0,0.0,0.0,121.03531,0.0,0.0,124.76295,0.0,46.914223,0.0,74.42804,0.0,92.359856,0.0,0.0,0.0,60.43398,196.15512,61.76365,107.95474,0.0,99.284294,0.0,75.6585,148.11691,74.79145,0.0,77.20671,0.0,71.6522,0.0,33.895763,0.0,0.0,82.04913,0.0,91.52068,190.86765,0.0,47.803375,0.0,108.93306,145.03424,21,1
851,12.185548,68.5336,51.4622,0.0,54.324776,81.95297,0.0,0.0,15.454042,71.900696,94.042404,0.0,0.0,78.058975,0.0,0.0,105.91576,0.0,60.645287,0.0,118.08355,0.0,0.0,0.0,121.033295,0.0,0.0,124.76088,0.0,46.91345,0.0,74.42681,0.0,92.35832,0.0,0.0,0.0,60.432983,196.15187,61.76263,107.95296,0.0,99.28265,0.0,75.65725,148.11444,74.790215,0.0,77.205444,0.0,71.65102,0.0,33.8952,0.0,0.0,82.04776,0.0,91.51917,190.86449,0.0,47.802578,0.0,108.93125,145.03183,21,1
878,12.184888,68.52999,51.459446,0.0,54.321896,81.94864,0.0,0.0,15.453197,71.896904,94.03741,0.0,0.0,78.05484,0.0,0.0,105.910164,0.0,60.64208,0.0,118.07732,0.0,0.0,0.0,121.026886,0.0,0.0,124.75427,0.0,46.91097,0.0,74.42287,0.0,92.35344,0.0,0.0,0.0,60.42979,196.14151,61.75939,107.94727,0.0,99.27742,0.0,75.653275,148.1066,74.786255,0.0,77.201385,0.0,71.64724,0.0,33.893402,0.0,0.0,82.04339,0.0,91.51434,190.85439,0.0,47.800053,0.0,108.92548,145.02415,21,1
890,12.183623,68.52313,51.454205,0.0,54.316418,81.940414,0.0,0.0,15.451588,71.88969,94.02791,0.0,0.0,78.04697,0.0,0.0,105.89953,0.0,60.635963,0.0,118.06546,0.0,0.0,0.0,121.01469,0.0,0.0,124.74169,0.0,46.906254,0.0,74.41538,0.0,92.34414,0.0,0.0,0.0,60.42372,196.1218,61.75322,107.936455,0.0,99.26746,0.0,75.6457,148.09166,74.77873,0.0,77.193665,0.0,71.64005,0.0,33.889984,0.0,0.0,82.03507,0.0,91.50516,190.83516,0.0,47.795242,0.0,108.91451,145.00954,21,1
944,12.185026,68.53075,51.460022,0.0,54.322502,81.94955,0.0,0.0,15.453368,71.8977,94.03845,0.0,0.0,78.0557,0.0,0.0,105.91134,0.0,60.642746,0.0,118.07862,0.0,0.0,0.0,121.02823,0.0,0.0,124.75565,0.0,46.911488,0.0,74.4237,0.0,92.35446,0.0,0.0,0.0,60.430458,196.14369,61.76007,107.94846,0.0,99.27851,0.0,75.654106,148.10825,74.78708,0.0,77.20223,0.0,71.64803,0.0,33.89378,0.0,0.0,82.044304,0.0,91.51535,190.85649,0.0,47.800583,0.0,108.92669,145.02576,21,1
963,12.184472,68.52776,51.45774,0.0,54.320114,81.94597,0.0,0.0,15.452675,71.89456,94.03432,0.0,0.0,78.05228,0.0,0.0,105.90671,0.0,60.64009,0.0,118.07346,0.0,0.0,0.0,121.02293,0.0,0.0,124.750175,0.0,46.90944,0.0,74.42044,0.0,92.35042,0.0,0.0,0.0,60.427814,196.1351,61.757385,107.943756,0.0,99.274185,0.0,75.65081,148.10175,74.783806,0.0,77.198875,0.0,71.6449,0.0,33.892292,0.0,0.0,82.04069,0.0,91.51135,190.84813,0.0,47.798492,0.0,108.92192,145.0194,21,1
965,12.183812,68.52418,51.455,0.0,54.317253,81.94166,0.0,0.0,15.451837,71.890785,94.02935,0.0,0.0,78.04816,0.0,0.0,105.90115,0.0,60.63689,0.0,118.06726,0.0,0.0,0.0,121.01653,0.0,0.0,124.7436,0.0,46.90697,0.0,74.41652,0.0,92.34555,0.0,0.0,0.0,60.42464,196.12479,61.754158,107.938095,0.0,99.268974,0.0,75.64685,148.09392,74.77987,0.0,77.19483,0.0,71.64114,0.0,33.890503,0.0,0.0,82.03634,0.0,91.50655,190.83807,0.0,47.79598,0.0,108.916176,145.01176,21,1
969,12.185855,68.53527,51.463478,0.0,54.32611,81.95498,0.0,0.0,15.4544325,71.90246,94.04472,0.0,0.0,78.0609,0.0,0.0,105.91835,0.0,60.646774,0.0,118.08644,0.0,0.0,0.0,121.03628,0.0,0.0,124.76395,0.0,46.9146,0.0,74.42864,0.0,92.36059,0.0,0.0,0.0,60.434464,196.1567,61.764137,107.9556,0.0,99.28509,0.0,75.659096,148.11809,74.79205,0.0,77.20733,0.0,71.65277,0.0,33.896034,0.0,0.0,82.04979,0.0,91.52141,190.86917,0.0,47.803753,0.0,108.93393,145.0354,21,1
971,12.1842,68.52627,51.456596,0.0,54.31892,81.94417,0.0,0.0,15.452321,71.89299,94.03224,0.0,0.0,78.05056,0.0,0.0,105.90438,0.0,60.638752,0.0,118.07088,0.0,0.0,0.0,121.020256,0.0,0.0,124.74744,0.0,46.90841,0.0,74.4188,0.0,92.34838,0.0,0.0,0.0,60.42649,196.1308,61.75604,107.94139,0.0,99.27201,0.0,75.64916,148.09848,74.782166,0.0,77.19719,0.0,71.64333,0.0,33.891544,0.0,0.0,82.03887,0.0,91.509346,190.84393,0.0,47.79744,0.0,108.919525,145.0162,21,1
1216,12.184836,68.52974,51.45925,0.0,54.321697,81.94834,0.0,0.0,15.453135,71.89664,94.037056,0.0,0.0,78.05456,0.0,0.0,105.90978,0.0,60.64185,0.0,118.07688,0.0,0.0,0.0,121.02644,0.0,0.0,124.75381,0.0,46.910797,0.0,74.4226,0.0,92.353096,0.0,0.0,0.0,60.429565,196.1408,61.759167,107.94688,0.0,99.277054,0.0,75.65299,148.10605,74.78597,0.0,77.2011,0.0,71.64698,0.0,33.893276,0.0,0.0,82.04308,0.0,91.51401,190.85368,0.0,47.799877,0.0,108.92508,145.02362,21,1
1264,12.185121,68.53129,51.460434,0.0,54.32293,81.950195,0.0,0.0,15.4535,71.89827,94.0392,0.0,0.0,78.05632,0.0,0.0,105.91217,0.0,60.643227,0.0,118.07955,0.0,0.0,0.0,121.02919,0.0,0.0,124.75664,0.0,46.91186,0.0,74.424286,0.0,92.35519,0.0,0.0,0.0,60.430935,196.14523,61.760555,107.94931,0.0,99.2793,0.0,75.6547,148.1094,74.787674,0.0,77.20284,0.0,71.64859,0.0,33.894047,0.0,0.0,82.04496,0.0,91.516075,190.85802,0.0,47.800964,0.0,108.92755,145.0269,21,1
1420,12.186565,68.539116,51.46641,0.0,54.329178,81.95958,0.0,0.0,15.455325,71.906494,94.05004,0.0,0.0,78.06531,0.0,0.0,105.9243,0.0,60.650196,0.0,118.09308,0.0,0.0,0.0,121.043106,0.0,0.0,124.77099,0.0,46.917236,0.0,74.43283,0.0,92.3658,0.0,0.0,0.0,60.43786,196.16772,61.76759,107.961655,0.0,99.29066,0.0,75.66334,148.12645,74.79626,0.0,77.21165,0.0,71.656784,0.0,33.89795,0.0,0.0,82.05445,0.0,91.52655,190.87993,0.0,47.806446,0.0,108.94007,145.04358,21,1
1421,12.186577,68.53918,51.46646,0.0,54.32923,81.959656,0.0,0.0,15.455345,71.90656,94.050125,0.0,0.0,78.06538,0.0,0.0,105.9244,0.0,60.650257,0.0,118.093185,0.0,0.0,0.0,121.04322,0.0,0.0,124.7711,0.0,46.917282,0.0,74.4329,0.0,92.36588,0.0,0.0,0.0,60.437916,196.16791,61.76765,107.961754,0.0,99.29075,0.0,75.66341,148.1266,74.79633,0.0,77.21172,0.0,71.65686,0.0,33.89798,0.0,0.0,82.05453,0.0,91.526634,190.88011,0.0,47.806488,0.0,108.94017,145.04372,21,1
1448,12.18432,68.5269,51.457085,0.0,54.319427,81.94493,0.0,0.0,15.452473,71.893654,94.03313,0.0,0.0,78.05129,0.0,0.0,105.90537,0.0,60.639317,0.0,118.071976,0.0,0.0,0.0,121.02139,0.0,0.0,124.7486,0.0,46.908848,0.0,74.4195,0.0,92.34925,0.0,0.0,0.0,60.427055,196.13263,61.756607,107.9424,0.0,99.272934,0.0,75.649864,148.09987,74.78287,0.0,77.19791,0.0,71.644,0.0,33.89186,0.0,0.0,82.03964,0.0,91.5102,190.84573,0.0,47.797886,0.0,108.92054,145.01756,21,1
1513,12.184337,68.52699,51.457157,0.0,54.319504,81.945045,0.0,0.0,15.45249,71.89375,94.03326,0.0,0.0,78.0514,0.0,0.0,105.90552,0.0,60.639404,0.0,118.072136,0.0,0.0,0.0,121.02156,0.0,0.0,124.74877,0.0,46.908913,0.0,74.41959,0.0,92.34938,0.0,0.0,0.0,60.42714,196.1329,61.756695,107.94254,0.0,99.27306,0.0,75.64996,148.10007,74.78297,0.0,77.19801,0.0,71.644104,0.0,33.89191,0.0,0.0,82.03976,0.0,91.51032,190.84598,0.0,47.79795,0.0,108.92069,145.01776,21,1
1514,12.184096,68.5257,51.45617,0.0,54.31847,81.9435,0.0,0.0,15.452187,71.892395,94.03146,0.0,0.0,78.04992,0.0,0.0,105.90352,0.0,60.63825,0.0,118.0699,0.0,0.0,0.0,121.01926,0.0,0.0,124.7464,0.0,46.90802,0.0,74.41819,0.0,92.347626,0.0,0.0,0.0,60.425995,196.12918,61.75553,107.940506,0.0,99.271194,0.0,75.64854,148.09726,74.78155,0.0,77.196556,0.0,71.642746,0.0,33.891266,0.0,0.0,82.038185,0.0,91.5086,190.84236,0.0,47.797047,0.0,108.918625,145.01501,21,1
1515,12.183974,68.525024,51.45565,0.0,54.31793,81.94268,0.0,0.0,15.452033,71.89168,94.030525,0.0,0.0,78.04914,0.0,0.0,105.902466,0.0,60.637646,0.0,118.06873,0.0,0.0,0.0,121.01804,0.0,0.0,124.745155,0.0,46.907555,0.0,74.41744,0.0,92.3467,0.0,0.0,0.0,60.425392,196.12723,61.754917,107.93944,0.0,99.2702,0.0,75.64779,148.09578,74.7808,0.0,77.195786,0.0,71.64203,0.0,33.890926,0.0,0.0,82.03736,0.0,91.50769,190.84045,0.0,47.796574,0.0,108.917534,145.01357,21,1
1516,12.183688,68.52349,51.45448,0.0,54.316708,81.940834,0.0,0.0,15.451673,71.89006,94.028404,0.0,0.0,78.04738,0.0,0.0,105.900085,0.0,60.63628,0.0,118.06608,0.0,0.0,0.0,121.01532,0.0,0.0,124.74234,0.0,46.9065,0.0,74.41577,0.0,92.34463,0.0,0.0,0.0,60.424034,196.12282,61.75354,107.93702,0.0,99.26798,0.0,75.646095,148.09244,74.77912,0.0,77.19406,0.0,71.64043,0.0,33.890163,0.0,0.0,82.03551,0.0,91.50563,190.83617,0.0,47.795498,0.0,108.915085,145.0103,21,1
1524,12.184077,68.52562,51.456104,0.0,54.318405,81.94339,0.0,0.0,15.452175,71.8923,94.03135,0.0,0.0,78.04983,0.0,0.0,105.90338,0.0,60.63818,0.0,118.06976,0.0,0.0,0.0,121.01911,0.0,0.0,124.746254,0.0,46.907967,0.0,74.4181,0.0,92.34751,0.0,0.0,0.0,60.42592,196.12895,61.755463,107.94038,0.0,99.27107,0.0,75.648445,148.09708,74.781456,0.0,77.196465,0.0,71.642654,0.0,33.891224,0.0,0.0,82.03809,0.0,91.50849,190.84213,0.0,47.796986,0.0,108.918495,145.01483,21,1
1528,12.186032,68.53622,51.4642,0.0,54.326862,81.9561,0.0,0.0,15.454654,71.90345,94.04603,0.0,0.0,78.06198,0.0,0.0,105.91981,0.0,60.647617,0.0,118.088066,0.0,0.0,0.0,121.03796,0.0,0.0,124.76568,0.0,46.915245,0.0,74.429665,0.0,92.36187,0.0,0.0,0.0,60.435295,196.1594,61.764984,107.957085,0.0,99.28645,0.0,75.66014,148.12015,74.79308,0.0,77.20839,0.0,71.653755,0.0,33.896503,0.0,0.0,82.050934,0.0,91.522675,190.87181,0.0,47.804417,0.0,108.93544,145.0374,21,1
1803,12.184555,68.5282,51.458076,0.0,54.320465,81.946495,0.0,0.0,15.452779,71.89502,94.03493,0.0,0.0,78.05279,0.0,0.0,105.907394,0.0,60.64048,0.0,118.07422,0.0,0.0,0.0,121.023705,0.0,0.0,124.750984,0.0,46.90974,0.0,74.42092,0.0,92.35101,0.0,0.0,0.0,60.428207,196.13637,61.75778,107.94445,0.0,99.274826,0.0,75.6513,148.10269,74.784294,0.0,77.19937,0.0,71.645355,0.0,33.89251,0.0,0.0,82.04122,0.0,91.51195,190.84937,0.0,47.7988,0.0,108.92262,145.02034,21,1
1804,12.184717,68.52908,51.45875,0.0,54.32117,81.94755,0.0,0.0,15.452983,71.89595,94.03615,0.0,0.0,78.0538,0.0,0.0,105.90876,0.0,60.641266,0.0,118.07575,0.0,0.0,0.0,121.02527,0.0,0.0,124.7526,0.0,46.910347,0.0,74.42188,0.0,92.35221,0.0,0.0,0.0,60.428986,196.1389,61.758575,107.94584,0.0,99.2761,0.0,75.65227,148.10461,74.785255,0.0,77.20036,0.0,71.646286,0.0,33.892952,0.0,0.0,82.04229,0.0,91.51313,190.85184,0.0,47.79942,0.0,108.924034,145.02222,21,1
1805,12.185841,68.53519,51.46341,0.0,54.326042,81.954865,0.0,0.0,15.45441,71.90237,94.0446,0.0,0.0,78.0608,0.0,0.0,105.91822,0.0,60.6467,0.0,118.08629,0.0,0.0,0.0,121.036125,0.0,0.0,124.76379,0.0,46.91454,0.0,74.42854,0.0,92.36047,0.0,0.0,0.0,60.434387,196.15643,61.764065,107.95546,0.0,99.28496,0.0,75.659004,148.1179,74.791954,0.0,77.20723,0.0,71.65268,0.0,33.895992,0.0,0.0,82.04968,0.0,91.52129,190.86893,0.0,47.80369,0.0,108.93379,145.03522,21,1
2038,12.185891,68.53547,51.46363,0.0,54.32627,81.955215,0.0,0.0,15.454479,71.90267,94.045,0.0,0.0,78.06113,0.0,0.0,105.91866,0.0,60.646954,0.0,118.086784,0.0,0.0,0.0,121.03664,0.0,0.0,124.76431,0.0,46.914734,0.0,74.428856,0.0,92.36086,0.0,0.0,0.0,60.43464,196.15726,61.764317,107.95591,0.0,99.28537,0.0,75.65932,148.11853,74.79227,0.0,77.20755,0.0,71.65298,0.0,33.896133,0.0,0.0,82.05003,0.0,91.521675,190.86974,0.0,47.80389,0.0,108.93425,145.03583,21,1
2079,12.184696,68.52896,51.45866,0.0,54.321075,81.9474,0.0,0.0,15.452952,71.89582,94.03598,0.0,0.0,78.05366,0.0,0.0,105.90857,0.0,60.64116,0.0,118.07554,0.0,0.0,0.0,121.025055,0.0,0.0,124.75238,0.0,46.910263,0.0,74.421745,0.0,92.35204,0.0,0.0,0.0,60.42888,196.13855,61.75846,107.94565,0.0,99.275925,0.0,75.65214,148.10435,74.785126,0.0,77.200226,0.0,71.64616,0.0,33.89289,0.0,0.0,82.04214,0.0,91.51296,190.8515,0.0,47.79933,0.0,108.923836,145.02196,21,1
2083,12.183378,68.52181,51.453194,0.0,54.315365,81.93882,0.0,0.0,15.45128,71.8883,94.02608,0.0,0.0,78.045456,0.0,0.0,105.89748,0.0,60.634785,0.0,118.06318,0.0,0.0,0.0,121.01233,0.0,0.0,124.739265,0.0,46.90535,0.0,74.41394,0.0,92.342354,0.0,0.0,0.0,60.422546,196.118,61.75203,107.934364,0.0,99.26554,0.0,75.64424,148.08878,74.777275,0.0,77.19218,0.0,71.638664,0.0,33.889324,0.0,0.0,82.03347,0.0,91.50339,190.83145,0.0,47.79432,0.0,108.9124,145.00671,21,1
2093,12.186321,68.53777,51.465385,0.0,54.328106,81.95798,0.0,0.0,15.455016,71.90509,94.04818,0.0,0.0,78.06377,0.0,0.0,105.92223,0.0,60.649006,0.0,118.09076,0.0,0.0,0.0,121.040726,0.0,0.0,124.768524,0.0,46.916317,0.0,74.431366,0.0,92.363976,0.0,0.0,0.0,60.436676,196.16388,61.766384,107.95954,0.0,99.28871,0.0,75.66186,148.12354,74.79479,0.0,77.21014,0.0,71.65539,0.0,33.89728,0.0,0.0,82.05282,0.0,91.52476,190.87617,0.0,47.805508,0.0,108.93793,145.04073,21,1
2094,12.186517,68.538864,51.46622,0.0,54.328983,81.95929,0.0,0.0,15.455273,71.90624,94.0497,0.0,0.0,78.06502,0.0,0.0,105.92392,0.0,60.649975,0.0,118.09265,0.0,0.0,0.0,121.04267,0.0,0.0,124.77054,0.0,46.91707,0.0,74.43256,0.0,92.36546,0.0,0.0,0.0,60.43764,196.16702,61.76737,107.961266,0.0,99.2903,0.0,75.66306,148.12592,74.79599,0.0,77.21137,0.0,71.65653,0.0,33.897827,0.0,0.0,82.054146,0.0,91.526215,190.87924,0.0,47.806274,0.0,108.939674,145.04305,21,1
2145,12.185029,68.530754,51.460026,0.0,54.322502,81.949554,0.0,0.0,15.45337,71.897705,94.03846,0.0,0.0,78.05571,0.0,0.0,105.91135,0.0,60.64275,0.0,118.07863,0.0,0.0,0.0,121.02824,0.0,0.0,124.75566,0.0,46.911495,0.0,74.4237,0.0,92.35447,0.0,0.0,0.0,60.430466,196.1437,61.760075,107.94847,0.0,99.27853,0.0,75.65411,148.10825,74.78709,0.0,77.20224,0.0,71.64804,0.0,33.893784,0.0,0.0,82.04431,0.0,91.51536,190.8565,0.0,47.800587,0.0,108.926704,145.02577,21,1
2146,12.184939,68.530266,51.459652,0.0,54.32211,81.94897,0.0,0.0,15.4532585,71.897194,94.03778,0.0,0.0,78.055145,0.0,0.0,105.91059,0.0,60.642315,0.0,118.07778,0.0,0.0,0.0,121.02737,0.0,0.0,124.75476,0.0,46.911156,0.0,74.423164,0.0,92.353806,0.0,0.0,0.0,60.430027,196.14229,61.75963,107.9477,0.0,99.27781,0.0,75.65357,148.10718,74.78655,0.0,77.20169,0.0,71.64752,0.0,33.893536,0.0,0.0,82.04372,0.0,91.5147,190.85513,0.0,47.80024,0.0,108.92592,145.02472,21,1
2211,12.185658,68.53418,51.462643,0.0,54.325237,81.95367,0.0,0.0,15.454176,71.90131,94.043205,0.0,0.0,78.05964,0.0,0.0,105.91666,0.0,60.645805,0.0,118.08455,0.0,0.0,0.0,121.03433,0.0,0.0,124.76194,0.0,46.91385,0.0,74.42744,0.0,92.35911,0.0,0.0,0.0,60.433495,196.15355,61.763153,107.95387,0.0,99.28349,0.0,75.65789,148.1157,74.79085,0.0,77.20609,0.0,71.65163,0.0,33.89549,0.0,0.0,82.04846,0.0,91.51994,190.8661,0.0,47.802986,0.0,108.93218,145.03307,21,1
2212,12.185434,68.53298,51.461723,0.0,54.324284,81.952225,0.0,0.0,15.45389,71.90005,94.04154,0.0,0.0,78.058266,0.0,0.0,105.914795,0.0,60.64473,0.0,118.08247,0.0,0.0,0.0,121.032196,0.0,0.0,124.75974,0.0,46.91302,0.0,74.42613,0.0,92.35748,0.0,0.0,0.0,60.432434,196.1501,61.762077,107.95198,0.0,99.28175,0.0,75.65656,148.1131,74.789536,0.0,77.20474,0.0,71.65037,0.0,33.89489,0.0,0.0,82.04701,0.0,91.51834,190.86275,0.0,47.80215,0.0,108.93026,145.0305,21,1
2270,12.18538,68.53266,51.461483,0.0,54.324028,81.95184,0.0,0.0,15.453815,71.89972,94.04111,0.0,0.0,78.05791,0.0,0.0,105.91431,0.0,60.64445,0.0,118.081924,0.0,0.0,0.0,121.03164,0.0,0.0,124.75916,0.0,46.912804,0.0,74.42579,0.0,92.357056,0.0,0.0,0.0,60.43215,196.14919,61.76179,107.951485,0.0,99.28129,0.0,75.65622,148.11241,74.789185,0.0,77.20439,0.0,71.65003,0.0,33.894733,0.0,0.0,82.04663,0.0,91.517914,190.86186,0.0,47.80192,0.0,108.929756,145.02983,21,1
